Label,Area,Desc_Corrected,Morpheme_Analyzed
0,광진구 자양동,"잠실대교 북단과 가까워 자차가 있을 경우 강남 출퇴근시 유용하지만 상대적으로 대중교통은 불편한 편입니다  남향의 한강 조망권이 라 난방비는 많이 들지 않고 채광도 좋은 편임  아파트 바로 앞에 강변북로가 위치해 있어 24시간 자동차 소음 및 먼지에 시달리고 층간 및 옆집 소음이 매우 매우 심한 편입니다  소음에 예민하신 분들은 비추천입니다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['잠실대교', '북단', '가까워', '차가', '경우', '강남', '출퇴근', '유용', '대적', '대중교통', '불편', '편입', '남향', '한강', '조망권', '방비', '많이', '들지', '않고', '채광', '좋은', '편임', '아파트', '강변북로', '위치', '자동차', '소음', '먼지', '달리', '옆집', '소음', '매우', '매우', '심한', '편입', '소음', '예민', '하신', '비추천',]"
0,광진구 자양동,"단지가 오래돼서 살기 불편하다  투자로도 최근에 많이 오르기도 했고 용적률이 높고 단지가 도로를 두고 갈라져 있어서 별로  그래서 매매나 전세가 저렴한 편

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['오래', '돼서', '살기', '불편', '투자', '최근', '많이', '오르', '기도', '했고', '용적률', '높고', '도로', '두고', '갈라', '어서', '별로', '래서', '매매', '전세', '저렴',]"
0,광진구 자양동,"초등 고학년 이상 주민에게는 추천 그 이하는 비추 계단 있음 공동현관 비번 아닌 게 진짜 흠 게 다가미는 문이라 짐 들고 가기 불편함

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['초등', '고학년', '주민', '에게는', '추천', '이하', '비추', '계단', '있음', '공동', '현관', '비번', '아닌', '진짜', '가미', '들고', '가기', '불편',]"
0,광진구 자양동,"전반적으로 좋은 입지로 살기 좋지만  이에 비해 관리가 전반적으로 소흘해 아주 크게 추천 드리지는 못하겠네요

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['반적', '좋은', '입지', '살기', '비해', '관리', '반적', '소흘해', '아주', '크게', '추천', '리지', '하겠네요',]"
0,광진구 자양동,"동간 거리가 없으며 투자가치도 없다 자양3동은 재건축 기대할 수 없다 용적률도 높아서  인근 부동산들이 매수 매도를 부추긴다  교통여건은 좋다  근데 아이들이 공부를 안 한다 그래서 초 5만 되도 떠나기 시작한다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['거리', '없으며', '투자가치', '없다', '자양', '재건축', '기대', '없다', '용적률', '높아서', '인근', '부동산', '들이', '매수', '매도', '부추', '긴다', '교통', '여건', '좋다', '근데', '아이들', '공부', '한다', '래서', '5만', '되도', '나기', '시작',]"
0,광진구 자양동,"주차가 이중주차로 불편하고   층간소음이 너무 심하다  남의 집 물트는 소리랑 내려가는 소리   그리고 보일러 돌아가는 소리까지 다 들림

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['주차', '이중주', '차로', '불편', '하고', '층간소음', '너무', '심하다', '트는', '소리', '내려가는', '소리', '그리', '보일러', '아가', '소리', '들림',]"
0,광진구 자양동,"가까운 곳에 이마트  백화점  지하철역  한강까지 걸어갈 수 있어서 편의성은 엄청 강추한다  하지만 오래된 아파트지만 가격이 비싸고 내부시설도 층간소음이 심해 3점을 주었다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['까운', '이마트', '백화점', '지하철역', '한강', '걸어갈', '어서', '편의', '성은', '엄청', '강추', '오래', '아파트', '가격', '비싸고', '내부시설', '층간소음', '심해', '주었다',]"
0,광진구 자양동,"오래된 연식의 쓸모없는 빌트인 제품이 많아 공간 활용도 못하고 수납이 너무 안 되고 답답하고 시끄럽고 관리비나 집값에 비해 누리는 혜택이 너무 없다 외부에서 보이는 으리으리함에 비해 내부는 허접하다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['오래', '연식', '쓸모', '없는', '빌트', '제품', '많아', '공간', '활용', '하고', '수납', '너무', '되고', '답답', '하고', '시끄', '관리비', '집값', '비해', '누리', '혜택', '너무', '없다', '외부', '보이', '으리', '으리', '비해', '내부', '접하다',]"
0,광진구 자양동,"비추합니다  교통이 좋고  출입통제가 잘 되는 점  단지가 깨끗하게 유지되는 것은 사실입니다만  담배 냄새가 심하고 관리사무소의 안일한 대처 등을 따져볼 때 스트레스가 심한 집이에요

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['비추', '교통', '좋고', '출입통제', '되는', '깨끗하게', '유지', '되는', '사실', '입니', '담배', '냄새', '하고', '관리', '사무소', '안일', '대처', '따져', '스트레스', '심한', '이에요',]"
0,광진구 자양동,"비추 가격 비싼 거대 비 좋은 게 거의 없음 장점이라 생각하고 입주했으나 장점이 아니었음  주변 아파트 대비 비싼 편

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['비추', '가격', '비싼', '거대', '좋은', '없음', '장점', '하고', '입주', '했으나', '장점', '었음', '주변', '아파트', '대비', '비싼',]"
0,광진구 자양동,"건대쪽에 꼭 살아야 할 이유가 있다면 그게 아니라면  거주 환경은 단지 집 내부만이 다가 아니에요

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['대쪽', '이유', '있다면', '그게', '라면', '거주', '환경', '내부', '만이', '다가', '에요',]"
0,동대문구 용두동,"주차랑 교통편리는 너무 좋으나  층간소음과 상가에서 타고 오는 소음이 너무 심해서   고층 제외한 저층은 별로 추천하고 싶지 않네요

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['주차', '교통', '편리', '너무', '좋으나', '층간소음', '상가', '타고', '오는', '소음', '너무', '심해', '고층', '제외', '별로', '추천', '하고', '싶지', '않네요',]"
0,동대문구 용두동,"주차장 문제가 엄청나게 심각하며 주변 환경도 그렇게 좋지 않고 또한 전세로 들어간 사람들한테 공용하자 전기비를 같이 부담하게 하고 한 양측에선 그걸 헬스장에 기구로 돌려줌  동 대표는 아무도 안 하려 하고 참 문제가 많음  환기 매우 어려움

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['주차장', '문제', '엄청', '나게', '각하', '주변', '환경', '그렇게', '좋지', '않고', '전세', '어간', '사람', '한테', '공용', '하자', '기비', '부담', '하게', '하고', '에선', '그걸', '헬스장', '기구', '돌려줌', '대표', '아무', '하려', '하고', '문제', '많음', '환기', '매우', '어려움',]"
0,동대문구 답십리동,"주변 환경이 좋지 않은 아파트 연식이 되어 인테리어 필수입니다  장점은 5호선이 그나마 7분 거리에 있는 것뿐이네요  환풍기로 담배 냄새가 많이 올라옵니다  저희만 그러는 건 아닌 듯한 게 엘리베이터에 이미 많은 담배와 관련된 공지가 많이 올라오네요

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['주변', '환경', '좋지', '않은', '아파트', '연식', '인테리어', '수입', '장점', '5호선', '그나', '7분', '거리', '있는', '이네', '환풍기', '담배', '냄새', '많이', '라옵', '그러는', '아닌', '엘리베이터', '이미', '많은', '담배', '관련', '공지', '많이', '라오',]"
0,동대문구 답십리동,"층간소음은 없었으나 주변 상가가 의외로 너무 조성이 안 되어 있다  주차난 등의 이유로 별은 세 개만 추천하도록 하겠다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['층간소음', '없었으나', '주변', '상가', '의외', '너무', '조성', '주차', '이유', '천하도', '하겠다',]"
0,동대문구 장안동,"사실 장안동은 강남이나 종로 등 출퇴근 거리 괜찮은 곳이지만 래미안 아파트 살아본 결과 이 아파트는 절대 비추합니다 주차관리 절대 안 되 있고 주차공간도 현저히 부족하고 층간소음 등 양심껏 소개할 아파트가 절대 되지 않네요

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['사실', '장안동', '강남', '이나', '종로', '출퇴근', '거리', '괜찮은', '이지', '래미안', '아파트', '결과', '아파트', '절대', '비추', '주차', '관리', '절대', '주차공간', '현저', '부족', '하고', '층간소음', '양심', '소개', '아파트', '절대', '되지', '않네요',]"
0,동대문구 청량리동,"맞벌이라 부모님 양육 도움을 받고자 이곳에 거주하는데  초등교육 여건에는 초등학교가 가까이 있어 동선이 가깝습니다  주변에 녹지가 있어 산책할 수 공간이 있어 다행이긴 하지만 주면 상권 및 자동차 정비소  세차장  오토바이 수리점 등 공업시설들이 많아 아파트 외 지역에 골목들이 많아 조금 위험한 편이므로 아이를 잘 돌봐야 하는 지역입니다  그리고  아파트의 엘리베이터 소음이 층간소음에 대한 구조적 문제가 심각하고  오토바이나 자전가가 주장장에 상당히 방치되어 관리가 잘 안 되는 편입니다 연세가 드신 어르신들이 자가 운전을 하시는 분들이라면 공원이 있고  큰 병원과 시장이 근처에 있어 생활적인 면에서는 괜찮은 것 같은데 중학생 이상이 있는 자녀가 있는 집이나 출퇴근하는 대중교통 이용자는 많은 불편함이 있습니다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['맞벌이', '부모님', '양육', '도움', '고자', '주하', '초등교육', '여건', '초등학교', '가까이', '동선', '가깝습니다', '주변', '녹지', '산책', '공간', '다행', '주면', '상권', '자동차', '정비', '세차장', '오토바이', '수리', '공업', '시설', '들이', '많아', '아파트', '지역', '골목', '들이', '많아', '위험', '편이', '므로', '돌봐야', '지역', '그리', '아파트', '엘리베이터', '소음', '층간소음', '대한', '구조', '문제', '심각', '하고', '오토바이', '자전', '가가', '주장', '상당', '방치', '관리', '되는', '편입', '연세', '드신', '어르신', '들이', '자가', '운전', '하시는', '라면', '공원', '병원', '시장', '근처', '생활', '에서는', '괜찮은', '같은데', '중학생', '있는', '자녀', '있는', '이나', '출퇴근', '대중교통', '이용자', '많은', '불편', '있습니다',]"
0,동대문구 휘경동,"비추천 별로임  주변 정리되려면 오래 걸릴 듯 아이 키우기에는 정말 비추천 교통 하나 생각하면 들어와도 됨 그 외엔 동네 별로임

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['비추천', '별로', '주변', '정리', '려면', '오래', '걸릴', '우기', '정말', '비추천', '교통', '각하', '들어', '와도', '동네', '별로',]"
0,동대문구 휘경동,"교통빼곤 다별로 소음이나 이런 거 예민하면 비추  아니 예민을 떠나 신축이라 창문 안 열수도 없고 신축 새집 냄새 땜에 카페가 서 공부해야 할 듯 주변도 별로

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['교통', '빼곤', '별로', '소음', '이나', '민하', '비추', '예민', '떠나', '신축', '창문', '수도', '없고', '신축', '새집', '냄새', '카페', '공부', '주변', '별로',]"
0,동대문구 이문동,"현재 살고는 있어서 편리함보다 불편한 게 많아서 추천은 하지 않는다 경비가 너무 불친절하다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['현재', '살고는', '어서', '편리', '함보', '불편', '많아서', '추천', '하지', '않는다', '경비', '너무', '불친절',]"
0,동대문구 이문동,"교통이 편리하고 단지 산책로 조성이 잘되어 있지만 층간소음이 심하다 단지 내 어린이집도 있고 초등학교가까워서 좋음 학원가는 부족하다고 느껴짐

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['교통', '편리', '하고', '산책로', '조성', '층간소음', '심하다', '어린이집', '초등학교', '좋음', '학원가', '족하', '느껴짐',]"
0,중랑구 면목동,"비추천  아파트에 담배피는 사람들 종종 있고    단지가 지저분하고 수준 낮은 사람들이 종종 있다 관리비는 평균 요금 정도

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['비추천', '아파트', '담배', '피는', '사람', '종종', '하고', '수준', '낮은', '사람', '들이', '종종', '관리비', '평균', '요금',]"
0,중랑구 면목동,"소음이 심한 아파트입니다  아파트 연식이 오래 �營윱求�  엘레베이터는 신형인데 아파트 안에 시설은 구식입니다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['소음', '심한', '아파트', '아파트', '연식', '오래', '엘레베이터', '신형', '인데', '아파트', '시설', '구식',]"
0,중랑구 면목동,"가능하면 조금 새 아파트로 가세요은퇴 이후 그냥 조용히 쉬려면 추천마트 편의정 없고 아파트 상가도 없고 여러 가지 뷸편 단지 노인들이 많이 살아서 조용한 편

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['가능', '하면', '아파트', '가세', '은퇴', '이후', '그냥', '조용히', '려면', '추천', '마트', '편의', '없고', '아파트', '상가', '없고', '여러', '가지', '뷸편', '노인', '들이', '많이', '살아서', '용한',]"
0,중랑구 면목동,"홈플러스는 차로 오분거리이나 이마트와 코스트코는 10분에서 밀리면 20분까지도 걸린다  동부시장이 걸어서 10분 라 시장 이용하기는 좋다  지하철 이용 시 환승이나 도보시간이 걸리고  오래된 아파트라층 간소음과 동파 때문에 3점을 주었다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['홈플러스', '차로', '오분', '거리', '이나', '이마트', '코스트코', '10분', '밀리', '20분', '린다', '부시장', '어서', '10분', '시장', '이용', '하기는', '좋다', '지하철', '이용', '환승', '이나', '도보', '걸리고', '오래', '아파트', '소음', '동파', '때문', '주었다',]"
0,중랑구 상봉동,"아이 있는 집비추  환경이 너무 좋지 않습니다 딩 크나 신혼에게는 나쁘지 않습니다  주변에 녹지가 전혀 없어 연령대 높은 분에게도 비추

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['있는', '비추', '환경', '너무', '좋지', '않습니다', '크나', '신혼', '에게는', '나쁘지', '않습니다', '주변', '녹지', '전혀', '없어', '연령', '높은', '비추',]"
0,중랑구 상봉동,"공원이 없고 주차가 불편해서 3점을 준다  다른 아파트가 보면 주차장이 이래야지 싶다   계약기간 끝나면 이사갈 겅다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['공원', '없고', '주차', '불편', '준다', '아파트', '보면', '주차장', '래야', '싶다', '계약', '기간', '끝나면', '이사', '겅다',]"
0,중랑구 중화동,"교통 빼고는 진짜 비추함 나도 매매자지만 양심적으로 후회막심   솔직히 여기 리뷰평점 좋게 쓴 글들보면 전부 자가사는 사람들인 것 같은데 객관적이지 못한 평이라 생각함 세입자들은 그닥 평점이 좋지 못함

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['교통', '빼고는', '진짜', '비추', '나도', '매매', '자지', '양심', '후회', '막심', '솔직', '리뷰', '평점', '좋게', '들보', '가사', '사람', '들인', '같은데', '객관', '이지', '평이', '세입', '그닥', '평점', '좋지',]"
0,중랑구 묵동,"근처 슈퍼가 없어도보 10분 이상 걸어야 마트가 나오고 길 건너 도서관과 체육센터가 있다는 거 빼면 장점이 없다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['근처', '슈퍼', '어도', '10분', '걸어야', '마트', '나오고', '건너', '도서관', '체육', '센터', '있다는', '빼면', '장점', '없다',]"
0,중랑구 묵동,"소음에는 매우 취약한 아파트인 거 같다  밖으로는 차량 소음 안에서는 층간소음 요즘 같이 집안에 머무는 시간이 길어질 수밖에 없는 상황에서 더더욱 집에서 편히 쉰다는 게 불가능한 거 같다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['소음', '매우', '취약', '아파트', '으로는', '차량', '소음', '에서는', '층간소음', '요즘', '집안', '머무는', '길어질', '밖에', '없는', '상황', '더더', '편히', '쉰다는', '불가능',]"
0,중랑구 묵동,"마트는 차로 가까우나  초등학교 외에 중학교  고등학교는 멀다  주변에 비해 저평가 되어 있고  오래댄 아파트지만 조경관리 잘해서 오래되어 보이진 않는다  주차장이 외부와 연결되어 있어 외부 계단을 이용해서만 주차장으로 갈 수 있고  경비 아��비롯 흡연자들이 많은 게 단점이다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['마트', '차로', '가까우나', '초등학교', '중학교', '고등학교', '멀다', '주변', '비해', '저평가', '오래', '아파트', '조경', '관리', '오래', '보이', '않는다', '주차장', '외부', '연결', '외부', '계단', '이용', '주차장', '경비', '비롯', '흡연', '많은', '단점',]"
0,중랑구 묵동,"놀이터  아파트 입구  지하주차장 등 담배 피우는 사람이 많음  아이를 키우는 사람은 생활하기 불편함  중랑천 산책길은 산책하기 좋고 마트가 차로 5분 거리에 있어 장보기 편함

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['놀이터', '아파트', '입구', '지하', '주차장', '담배', '피우는', '사람', '많음', '키우는', '사람', '생활', '불편', '중랑천', '산책길', '산책', '좋고', '마트', '차로', '5분', '거리', '장보기', '편함',]"
0,중랑구 망우동,"부동산 시세가 바로 적용되기 힘듬 1동짜리 나 홀로 아파트 라 그런 듯 거주민들이 몇몇 노 개념층간소음이 있음

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['부동산', '시세', '적용', '되기', '힘듬', '동짜리', '홀로', '아파트', '그런', '거주', '몇몇', '개념', '층간소음', '있음',]"
0,중랑구 망우동,"봉화산역이나 중랑구청으로 가는 버스노선이 없어 불편함  스타벅스와 베스킨라빈스 외에 까페와 디저트샵이 있음  헤어샵 많고 병  의원  약국 있으나 동네에 먹거리 상권이 형성되어 있지 않아서 불편한 점도 있음

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['봉화산역', '이나', '중랑구', '가는', '버스', '노선', '없어', '불편', '스타벅스', '베스킨라빈스', '까페', '디저트', '있음', '헤어샵', '많고', '의원', '약국', '있으나', '동네', '먹거리', '상권', '형성', '않아서', '불편', '점도', '있음',]"
0,중랑구 신내동,"영화관  카페  대형마트  독서실 등 문화여건은 매우 좋음 단지에서 가까운 거리에 있고 대중교통 이용도 좋으나  자차 이용 시 주차 부족이 심해서 3점

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['영화관', '카페', '대형', '마트', '독서실', '문화', '여건', '매우', '좋음', '까운', '거리', '대중교통', '이용도', '좋으나', '자차', '이용', '주차', '부족', '심해',]"
0,중랑구 신내동,"절대 안 추천함  주민들이 시민의식도 도덕의식도 엉망이고  개 풀어놓고 똥도 안 치우고  1층 메인 현관 앞에서는 애들이 축구함

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['절대', '추천', '주민', '들이', '시민', '의식', '도덕', '의식', '엉망', '풀어놓고', '치우고', '메인', '현관', '에서는', '축구',]"
0,중랑구 신내동,"주변에 식당들이 밀접해 있어 좋긴 하나 저녁에 나가보면 특히 여름에 술 먹는 모습이나 취객 등을 심심찮게 볼 수 있어 애들 키우기엔 조금 마이너스 요인이 아니지 않을까 한다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['주변', '식당', '들이', '밀접', '좋긴', '저녁', '가보', '특히', '여름', '먹는', '모습', '이나', '취객', '심심', '우기', '마이너스', '요인', '니지', '않을까', '한다',]"
0,중랑구 신내동,"솔직히 나는 미안하지만 비추천이 다 여긴 유난히 전세 세입자들이 많이 거쳐 가서 한 번쯤 살아본 사람들은 나와 같은 생각을 할 것이다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['솔직', '미안', '비추천', '여긴', '유난', '전세', '세입', '많이', '거쳐', '가서', '사람', '들은', '나와', '같은',]"
0,중랑구 신내동,"단지는 조용하지만 근처에 먹을 곳도 없고 택시도 잘 안다니고 배달 음식은 서울 끝이라 다른 곳보다 추가비가 들고 병원이랑은행은 버스나 자차로 나가야 되고 서울이지만 서울 같지 않은 곳

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['조용하', '근처', '먹을', '곳도', '없고', '택시', '안다니고', '배달', '음식', '서울', '보다', '가비', '들고', '병원', '이랑은', '버스', '차로', '나가야', '되고', '서울', '서울', '같지', '않은',]"
0,성북구 돈암동,"실거주 하실분들은 정말 다시 생각해보라고 하고 싶다  심각하게 약한 수압과 층간소음 문제는 막상 닥쳐보면 정말 불편하다 길음역 주변 개발은 몇 년 기다려야 될 것이고 재건축 연한도 한참 남은 데다 용적률이 높아 사업성도 떨어진다  인프라도 부족해서 현대백화점은 도보 15분은 족히 걸리는 거리라 편하게 갈 수 없다 길음역 입지 빼고는 장점이 별로 없다고 생각한다

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['실거주', '하실', '정말', '다시', '보라', '하고', '싶다', '각하', '약한', '수압', '층간소음', '문제', '막상', '닥쳐', '보면', '정말', '불편', '길음역', '주변', '개발', '기다려야', '재건축', '연한', '한참', '남은', '용적률', '높아', '사업', '성도', '어진', '인프라', '부족', '현대', '백화점', '도보', '15분', '걸리는', '거리', '편하게', '없다', '길음역', '입지', '빼고는', '장점', '별로', '없다고',]"
0,성북구 돈암동,"전망 좋은 거 일부 동  하나 빼면 완젼비 추젊은 층이 살기는 운동 등산 수준  괜찮으나 몸 불편하신 어르신들 생활하시기는 엄청 힘들어 하심

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['전망', '좋은', '일부', '빼면', '완젼비', '젊은', '살기', '운동', '등산', '수준', '괜찮으나', '불편', '하신', '어르신', '생활', '시기', '엄청', '힘들어',]"
0,성북구 돈암동,"아파트가 산에 있는 게 제일 큰 단점  이게이 아파트 단지의 모든 장점을 상쇄시킴  시내버스  4호선 지하철 절대 걸어서 못 감무조건 마을버스 타고가야 되고 반대로 집으로 갈 때도 무조건 마을버스 타야됨 선선한 날씨에 나 그나마 진짜 그나마 걸어서 가지    여름 겨울에 올라가면 땀범 벅 너무 힘듬  절대 아파트 단지 밖으로도보로 나갈 수 없음   올라가는 게 너무 너무너무 힘듬

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['아파트', '있는', '제일', '단점', '게이', '아파트', '모든', '장점', '상쇄', '시킴', '시내버스', '4호선', '지하철', '절대', '어서', '무조건', '마을', '버스', '타고', '가야', '되고', '반대', '무조건', '마을', '버스', '타야', '선선', '날씨', '그나', '진짜', '그나', '어서', '가지', '여름', '겨울', '라가', '땀범', '너무', '힘듬', '절대', '아파트', '도보', '나갈', '없음', '라가', '너무', '너무', '너무', '힘듬',]"
0,성북구 돈암동,"유해시설이 거의 없고 서울대병원이 가까이에 있어서 병원 진료가 편해요  그런데 지상 주차장 밖에 없어서 태풍이나 강추위가 올 때는 차가 고장나는 경우가 많고 층간소음이 유난히 심해서 층간소음 문제로 이웃들끼리 싸움이 나는 경우가 굉장히 많아요 주먹다짐까지는 잘 안 하지만  말로 너무 심하게 싸우다 보니 그 싸우는 소리를 다 듣기가 좀 불쾌해요  거의 며칠에 한 번 꼴로 싸우는 이웃 분들이 엄청 많아요

이 문장을 긍정리뷰인지 부정리뷰인지로만 분류해줘
","['유해', '시설', '없고', '서울대', '병원', '가까이', '어서', '병원', '진료', '편해요', '지상', '주차장', '밖에', '어서', '태풍', '이나', '추위', '차가', '고장', '경우', '많고', '층간소음', '유난', '심해', '층간소음', '문제', '이웃', '끼리', '싸움', '경우', '굉장히', '많아요', '주먹다짐', '까지는', '말로', '너무', '심하게', '싸우다', '보니', '싸우는', '소리', '듣기', '불쾌', '며칠', '싸우는', '이웃', '엄청', '많아요',]"
